Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP, in $ Mn ,Employment (in 000),as % of sector GDP,as % of sector employment
Norway,NOR,Transport services,434166.6154,"Shorter containment, smaller demand shock",-0.24," 1,052.82 ",3,-3.02,-3.01
Norway,NOR,_All,434166.6154,"Shorter containment, smaller demand shock",-2.15," 9,341.59 ",43,-2.15,-1.85
Poland,POL,"Agriculture, Mining and Quarrying",585663.8148,"Shorter containment, smaller demand shock",-0.14, 845.08 ,54,-2.97,-2.24
Poland,POL,"Business, Trade, Personal, and Public Services",585663.8148,"Shorter containment, smaller demand shock",-1.49," 8,719.98 ",246,-2.74,-2.55
Poland,POL,Hotel and restaurants and Other Personal Services,585663.8148,"Shorter containment, smaller demand shock",-0.35," 2,045.20 ",125,-9.19,-9.15
Poland,POL,"Light/Heavy Manufacturing, Utilities, and Construction",585663.8148,"Shorter containment, smaller demand shock",-0.82," 4,827.88 ",135,-2.56,-2.35
Poland,POL,Transport services,585663.8148,"Shorter containment, smaller demand shock",-0.98," 5,731.03 ",209,-20.18,-19.80
Poland,POL,_All,585663.8148,"Shorter containment, smaller demand shock",-3.79," 22,169.17 ",768,-3.79,-3.80
Portugal,POR,"Agriculture, Mining and Quarrying",240674.5245,"Shorter containment, smaller demand shock",-0.06, 144.12 ,13,-2.34,-2.23
Portugal,POR,"Business, Trade, Personal, and Public Services",240674.5245,"Shorter containment, smaller demand shock",-1.35," 3,253.29 ",68,-2.20,-2.25
Portugal,POR,Hotel and restaurants and Other Personal Services,240674.5245,"Shorter containment, smaller demand shock",-0.52," 1,247.31 ",31,-5.32,-4.77
Portugal,POR,"Light/Heavy Manufacturing, Utilities, and Construction",240674.5245,"Shorter containment, smaller demand shock",-0.47," 1,141.71 ",27,-2.20,-2.07
Portugal,POR,Transport services,240674.5245,"Shorter containment, smaller demand shock",-0.59," 1,430.03 ",18,-12.58,-10.17
Portugal,POR,_All,240674.5245,"Shorter containment, smaller demand shock",-3.00," 7,216.46 ",157,-3.00,-2.74
Romania,ROM,"Agriculture, Mining and Quarrying",239552.5167,"Shorter containment, smaller demand shock",-0.11, 254.17 ,55,-1.84,-1.76
Romania,ROM,"Business, Trade, Personal, and Public Services",239552.5167,"Shorter containment, smaller demand shock",-0.88," 2,105.60 ",107,-1.90,-1.82
Romania,ROM,Hotel and restaurants and Other Personal Services,239552.5167,"Shorter containment, smaller demand shock",-0.19, 451.83 ,20,-2.85,-3.08
Romania,ROM,"Light/Heavy Manufacturing, Utilities, and Construction",239552.5167,"Shorter containment, smaller demand shock",-0.65," 1,552.15 ",65,-1.97,-1.95
Romania,ROM,Transport services,239552.5167,"Shorter containment, smaller demand shock",-0.30, 715.27 ,35,-3.53,-3.49
Romania,ROM,_All,239552.5167,"Shorter containment, smaller demand shock",-2.12," 5,079.01 ",283,-2.12,-2.01
Russia,RUS,"Agriculture, Mining and Quarrying",1657554.647,"Shorter containment, smaller demand shock",-0.30," 4,891.14 ",98,-1.80,-0.41
Russia,RUS,"Business, Trade, Personal, and Public Services",1657554.647,"Shorter containment, smaller demand shock",-0.23," 3,734.22 ",173,-0.45,-0.35
Russia,RUS,Hotel and restaurants and Other Personal Services,1657554.647,"Shorter containment, smaller demand shock",-0.02, 274.42 ,40,-0.55,-0.49
Russia,RUS,"Light/Heavy Manufacturing, Utilities, and Construction",1657554.647,"Shorter containment, smaller demand shock",-0.18," 2,954.12 ",114,-0.77,-0.49
Russia,RUS,Transport services,1657554.647,"Shorter containment, smaller demand shock",-0.18," 2,979.51 ",155,-2.58,-2.77
Russia,RUS,_All,1657554.647,"Shorter containment, smaller demand shock",-0.89," 14,833.40 ",579,-0.89,-0.52
Slovak Republic,SVK,"Agriculture, Mining and Quarrying",105904.6322,"Shorter containment, smaller demand shock",-0.07, 76.06 ,2,-2.03,-2.02
Slovak Republic,SVK,"Business, Trade, Personal, and Public Services",105904.6322,"Shorter containment, smaller demand shock",-0.93, 987.17 ,25,-1.91,-1.89
Slovak Republic,SVK,Hotel and restaurants and Other Personal Services,105904.6322,"Shorter containment, smaller demand shock",-0.30, 315.82 ,9,-5.12,-4.55
Slovak Republic,SVK,"Light/Heavy Manufacturing, Utilities, and Construction",105904.6322,"Shorter containment, smaller demand shock",-0.71, 754.85 ,15,-2.04,-1.96
Slovak Republic,SVK,Transport services,105904.6322,"Shorter containment, smaller demand shock",-0.40, 420.27 ,9,-5.81,-5.98
Slovak Republic,SVK,_All,105904.6322,"Shorter containment, smaller demand shock",-2.41," 2,554.17 ",60,-2.41,-2.38
Slovenia,SVN,"Agriculture, Mining and Quarrying",54007.97211,"Shorter containment, smaller demand shock",-0.05, 27.28 ,2,-1.97,-1.90
Slovenia,SVN,"Business, Trade, Personal, and Public Services",54007.97211,"Shorter containment, smaller demand shock",-1.16, 627.49 ,12,-2.20,-2.20
Slovenia,SVN,Hotel and restaurants and Other Personal Services,54007.97211,"Shorter containment, smaller demand shock",-0.18, 97.73 ,3,-3.13,-3.08
Slovenia,SVN,"Light/Heavy Manufacturing, Utilities, and Construction",54007.97211,"Shorter containment, smaller demand shock",-0.63, 339.44 ,7,-1.92,-1.93
Slovenia,SVN,Transport services,54007.97211,"Shorter containment, smaller demand shock",-0.42, 227.65 ,4,-6.90,-8.20
Slovenia,SVN,_All,54007.97211,"Shorter containment, smaller demand shock",-2.44," 1,319.59 ",28,-2.44,-2.42
Sweden,SWE,"Agriculture, Mining and Quarrying",556086.4889,"Shorter containment, smaller demand shock",-0.04, 206.93 ,3,-2.14,-2.16
Sweden,SWE,"Business, Trade, Personal, and Public Services",556086.4889,"Shorter containment, smaller demand shock",-1.40," 7,775.70 ",70,-2.17,-2.14
Sweden,SWE,Hotel and restaurants and Other Personal Services,556086.4889,"Shorter containment, smaller demand shock",-0.15, 812.34 ,18,-2.95,-3.14
Sweden,SWE,"Light/Heavy Manufacturing, Utilities, and Construction",556086.4889,"Shorter containment, smaller demand shock",-0.52," 2,909.76 ",23,-2.14,-2.13
Sweden,SWE,Transport services,556086.4889,"Shorter containment, smaller demand shock",-0.16, 898.60 ,8,-3.63,-3.23
Sweden,SWE,_All,556086.4889,"Shorter containment, smaller demand shock",-2.27," 12,603.32 ",121,-2.27,-2.30
Turkey,TUR,"Agriculture, Mining and Quarrying",771350.3305,"Shorter containment, smaller demand shock",-0.20," 1,554.20 ",137,-2.70,-2.68
Turkey,TUR,"Business, Trade, Personal, and Public Services",771350.3305,"Shorter containment, smaller demand shock",-1.23," 9,507.72 ",275,-2.65,-2.54
Turkey,TUR,Hotel and restaurants and Other Personal Services,771350.3305,"Shorter containment, smaller demand shock",-0.21," 1,644.70 ",127,-3.54,-3.58
Turkey,TUR,"Light/Heavy Manufacturing, Utilities, and Construction",771350.3305,"Shorter containment, smaller demand shock",-0.68," 5,222.33 ",210,-2.16,-2.09
Turkey,TUR,Transport services,771350.3305,"Shorter containment, smaller demand shock",-0.77," 5,936.79 ",90,-8.75,-8.92
Turkey,TUR,_All,771350.3305,"Shorter containment, smaller demand shock",-3.09," 23,865.76 ",839,-3.09,-2.75
"Taipei,China",TAP,"Agriculture, Mining and Quarrying",608186,"Shorter containment, smaller demand shock",-0.01, 54.32 ,3,-0.51,-0.50
"Taipei,China",TAP,"Business, Trade, Personal, and Public Services",608186,"Shorter containment, smaller demand shock",-0.27," 1,659.26 ",30,-0.52,-0.58
"Taipei,China",TAP,Hotel and restaurants and Other Personal Services,608186,"Shorter containment, smaller demand shock",-0.24," 1,438.73 ",55,-3.51,-3.01
"Taipei,China",TAP,"Light/Heavy Manufacturing, Utilities, and Construction",608186,"Shorter containment, smaller demand shock",-0.75," 4,546.12 ",70,-2.06,-1.56
"Taipei,China",TAP,Transport services,608186,"Shorter containment, smaller demand shock",-0.15, 927.96 ,26,-5.44,-5.39
"Taipei,China",TAP,_All,608186,"Shorter containment, smaller demand shock",-1.42," 8,626.39 ",184,-1.42,-1.47
United States,USA,"Agriculture, Mining and Quarrying",20544343.46,"Shorter containment, smaller demand shock",-0.06," 12,346.19 ",82,-2.18,-2.07
United States,USA,"Business, Trade, Personal, and Public Services",20544343.46,"Shorter containment, smaller demand shock",-1.35," 277,585.59 ",2201,-1.98,-1.97
United States,USA,Hotel and restaurants and Other Personal Services,20544343.46,"Shorter containment, smaller demand shock",-0.21," 42,246.37 ",654,-2.91,-2.64
United States,USA,"Light/Heavy Manufacturing, Utilities, and Construction",20544343.46,"Shorter containment, smaller demand shock",-0.39," 79,362.71 ",484,-2.00,-1.96
United States,USA,Transport services,20544343.46,"Shorter containment, smaller demand shock",-0.16," 33,720.38 ",252,-6.10,-4.80
United States,USA,_All,20544343.46,"Shorter containment, smaller demand shock",-2.17," 445,261.23 ",3673,-2.17,-2.16
Bangladesh,BAN,"Agriculture, Mining and Quarrying",274024.959,"Shorter containment, smaller demand shock",-0.02, 61.31 ,41,-0.14,-0.14
Bangladesh,BAN,"Business, Trade, Personal, and Public Services",274024.959,"Shorter containment, smaller demand shock",-0.05, 124.26 ,15,-0.12,-0.09
Bangladesh,BAN,Hotel and restaurants and Other Personal Services,274024.959,"Shorter containment, smaller demand shock",-0.01, 19.22 ,3,-0.06,-0.08
Bangladesh,BAN,"Light/Heavy Manufacturing, Utilities, and Construction",274024.959,"Shorter containment, smaller demand shock",-0.10, 263.51 ,64,-0.34,-0.38
Bangladesh,BAN,Transport services,274024.959,"Shorter containment, smaller demand shock",-0.01, 22.96 ,4,-0.10,-0.10
Bangladesh,BAN,_All,274024.959,"Shorter containment, smaller demand shock",-0.18, 491.26 ,127,-0.18,-0.18
Malaysia,MAL,"Agriculture, Mining and Quarrying",358581.9434,"Shorter containment, smaller demand shock",-0.16, 589.15 ,11,-0.99,-0.58
Malaysia,MAL,"Business, Trade, Personal, and Public Services",358581.9434,"Shorter containment, smaller demand shock",-0.31," 1,119.37 ",75,-0.68,-0.74
Malaysia,MAL,Hotel and restaurants and Other Personal Services,358581.9434,"Shorter containment, smaller demand shock",-0.28, 996.77 ,66,-5.34,-5.75
Malaysia,MAL,"Light/Heavy Manufacturing, Utilities, and Construction",358581.9434,"Shorter containment, smaller demand shock",-0.24, 869.39 ,30,-0.85,-0.77
Malaysia,MAL,Transport services,358581.9434,"Shorter containment, smaller demand shock",-0.11, 400.94 ,20,-3.18,-3.02
Malaysia,MAL,_All,358581.9434,"Shorter containment, smaller demand shock",-1.11," 3,975.62 ",202,-1.11,-1.13
Philippines,PHI,"Agriculture, Mining and Quarrying",330910.3436,"Shorter containment, smaller demand shock",-0.08, 258.91 ,91,-0.77,-0.77
Philippines,PHI,"Business, Trade, Personal, and Public Services",330910.3436,"Shorter containment, smaller demand shock",-0.25, 818.42 ,98,-0.47,-0.47
Philippines,PHI,Hotel and restaurants and Other Personal Services,330910.3436,"Shorter containment, smaller demand shock",-0.20, 646.93 ,105,-4.73,-4.93
Philippines,PHI,"Light/Heavy Manufacturing, Utilities, and Construction",330910.3436,"Shorter containment, smaller demand shock",-0.21, 692.78 ,46,-0.70,-0.61
Philippines,PHI,Transport services,330910.3436,"Shorter containment, smaller demand shock",-0.06, 199.02 ,20,-1.68,-1.65
Philippines,PHI,_All,330910.3436,"Shorter containment, smaller demand shock",-0.79," 2,616.06 ",360,-0.79,-0.82
Thailand,THA,"Agriculture, Mining and Quarrying",504992.7577,"Shorter containment, smaller demand shock",-0.12, 619.44 ,269,-1.52,-1.48
Thailand,THA,"Business, Trade, Personal, and Public Services",504992.7577,"Shorter containment, smaller demand shock",-0.56," 2,821.28 ",166,-1.19,-1.14
Thailand,THA,Hotel and restaurants and Other Personal Services,504992.7577,"Shorter containment, smaller demand shock",-0.99," 4,991.82 ",209,-7.44,-11.63
Thailand,THA,"Light/Heavy Manufacturing, Utilities, and Construction",504992.7577,"Shorter containment, smaller demand shock",-0.35," 1,772.56 ",110,-1.22,-1.34
Thailand,THA,Transport services,504992.7577,"Shorter containment, smaller demand shock",-0.28," 1,435.71 ",172,-8.85,-8.12
Thailand,THA,_All,504992.7577,"Shorter containment, smaller demand shock",-2.31," 11,640.81 ",926,-2.31,-2.06
Viet Nam,VIE,"Agriculture, Mining and Quarrying",245213.6864,"Shorter containment, smaller demand shock",-0.22, 544.96 ,292,-1.41,-1.13
Viet Nam,VIE,"Business, Trade, Personal, and Public Services",245213.6864,"Shorter containment, smaller demand shock",-0.25, 608.01 ,63,-0.74,-0.65
Viet Nam,VIE,Hotel and restaurants and Other Personal Services,245213.6864,"Shorter containment, smaller demand shock",-0.23, 553.83 ,137,-4.78,-4.84
Viet Nam,VIE,"Light/Heavy Manufacturing, Utilities, and Construction",245213.6864,"Shorter containment, smaller demand shock",-0.49," 1,205.18 ",130,-1.16,-0.96
Viet Nam,VIE,Transport services,245213.6864,"Shorter containment, smaller demand shock",-0.24, 593.03 ,96,-7.01,-6.87
Viet Nam,VIE,_All,245213.6864,"Shorter containment, smaller demand shock",-1.43," 3,505.01 ",720,-1.43,-1.34
Kazakhstan,KAZ,"Agriculture, Mining and Quarrying",179339.9949,"Shorter containment, smaller demand shock",-0.35, 632.50 ,23,-1.62,-0.39
Kazakhstan,KAZ,"Business, Trade, Personal, and Public Services",179339.9949,"Shorter containment, smaller demand shock",-0.19, 345.15 ,9,-0.43,-0.35
Kazakhstan,KAZ,Hotel and restaurants and Other Personal Services,179339.9949,"Shorter containment, smaller demand shock",-0.04, 65.03 ,2,-0.90,-0.76
Kazakhstan,KAZ,"Light/Heavy Manufacturing, Utilities, and Construction",179339.9949,"Shorter containment, smaller demand shock",-0.15, 262.10 ,10,-0.70,-0.57
Kazakhstan,KAZ,Transport services,179339.9949,"Shorter containment, smaller demand shock",-0.23, 407.42 ,4,-2.61,-1.49
Kazakhstan,KAZ,_All,179339.9949,"Shorter containment, smaller demand shock",-0.95," 1,712.19 ",49,-0.95,-0.45
Mongolia,MON,"Agriculture, Mining and Quarrying",13066.74914,"Shorter containment, smaller demand shock",-1.07, 139.53 ,4,-2.76,-1.02
Mongolia,MON,"Business, Trade, Personal, and Public Services",13066.74914,"Shorter containment, smaller demand shock",-0.34, 44.14 ,4,-0.90,-0.80
Mongolia,MON,Hotel and restaurants and Other Personal Services,13066.74914,"Shorter containment, smaller demand shock",-0.13, 17.02 ,4,-5.63,-5.61
Mongolia,MON,"Light/Heavy Manufacturing, Utilities, and Construction",13066.74914,"Shorter containment, smaller demand shock",-0.15, 19.00 ,2,-0.89,-0.77
Mongolia,MON,Transport services,13066.74914,"Shorter containment, smaller demand shock",-0.28, 36.91 ,4,-5.37,-6.05
Mongolia,MON,_All,13066.74914,"Shorter containment, smaller demand shock",-1.96, 256.61 ,18,-1.96,-1.44
Sri Lanka,SRI,"Agriculture, Mining and Quarrying",88900.77086,"Shorter containment, smaller demand shock",-0.07, 60.85 ,18,-0.58,-0.70
Sri Lanka,SRI,"Business, Trade, Personal, and Public Services",88900.77086,"Shorter containment, smaller demand shock",-0.28, 249.67 ,14,-0.74,-0.48
Sri Lanka,SRI,Hotel and restaurants and Other Personal Services,88900.77086,"Shorter containment, smaller demand shock",-0.49, 431.97 ,29,-3.85,-6.43
Sri Lanka,SRI,"Light/Heavy Manufacturing, Utilities, and Construction",88900.77086,"Shorter containment, smaller demand shock",-0.20, 176.72 ,17,-0.75,-0.79
Sri Lanka,SRI,Transport services,88900.77086,"Shorter containment, smaller demand shock",-0.65, 573.58 ,28,-5.69,-5.69
Sri Lanka,SRI,_All,88900.77086,"Shorter containment, smaller demand shock",-1.68," 1,492.79 ",106,-1.68,-1.23
Pakistan,PAK,"Agriculture, Mining and Quarrying",314588.2105,"Shorter containment, smaller demand shock",-0.05, 154.66 ,58,-0.18,-0.19
Pakistan,PAK,"Business, Trade, Personal, and Public Services",314588.2105,"Shorter containment, smaller demand shock",-0.04, 116.31 ,13,-0.09,-0.08
Pakistan,PAK,Hotel and restaurants and Other Personal Services,314588.2105,"Shorter containment, smaller demand shock",0.00, 12.89 ,1,-0.09,-0.09
Pakistan,PAK,"Light/Heavy Manufacturing, Utilities, and Construction",314588.2105,"Shorter containment, smaller demand shock",-0.03, 106.89 ,9,-0.20,-0.10
Pakistan,PAK,Transport services,314588.2105,"Shorter containment, smaller demand shock",-0.01, 23.94 ,2,-0.08,-0.11
Pakistan,PAK,_All,314588.2105,"Shorter containment, smaller demand shock",-0.13, 414.68 ,83,-0.13,-0.14
Fiji,FIJ,"Agriculture, Mining and Quarrying",5536.759659,"Shorter containment, smaller demand shock",-0.19, 10.63 ,3,-1.70,-1.70
Fiji,FIJ,"Business, Trade, Personal, and Public Services",5536.759659,"Shorter containment, smaller demand shock",-0.77, 42.62 ,1,-1.38,-1.56
Fiji,FIJ,Hotel and restaurants and Other Personal Services,5536.759659,"Shorter containment, smaller demand shock",-1.67, 92.64 ,2,-22.34,-16.79
Fiji,FIJ,"Light/Heavy Manufacturing, Utilities, and Construction",5536.759659,"Shorter containment, smaller demand shock",-0.28, 15.37 ,1,-1.62,-1.22
Fiji,FIJ,Transport services,5536.759659,"Shorter containment, smaller demand shock",-0.78, 43.25 ,1,-9.43,-7.48
Fiji,FIJ,_All,5536.759659,"Shorter containment, smaller demand shock",-3.69, 204.50 ,7,-3.69,-2.20
Lao People's Democratic Republic,LAO,"Agriculture, Mining and Quarrying",17953.78642,"Shorter containment, smaller demand shock",-0.19, 34.18 ,13,-0.77,-0.61
Lao People's Democratic Republic,LAO,"Business, Trade, Personal, and Public Services",17953.78642,"Shorter containment, smaller demand shock",-0.17, 31.25 ,5,-0.43,-0.47
Lao People's Democratic Republic,LAO,Hotel and restaurants and Other Personal Services,17953.78642,"Shorter containment, smaller demand shock",-0.25, 44.76 ,6,-5.35,-6.49
Lao People's Democratic Republic,LAO,"Light/Heavy Manufacturing, Utilities, and Construction",17953.78642,"Shorter containment, smaller demand shock",-0.21, 37.60 ,6,-0.74,-0.84
Lao People's Democratic Republic,LAO,Transport services,17953.78642,"Shorter containment, smaller demand shock",-0.19, 33.55 ,5,-12.08,-4.91
Lao People's Democratic Republic,LAO,_All,17953.78642,"Shorter containment, smaller demand shock",-1.01, 181.35 ,35,-1.01,-0.88
Brunei Darussalam,BRU,"Agriculture, Mining and Quarrying",13567.35118,"Shorter containment, smaller demand shock",-0.59, 79.46 ,0,-1.27,-0.15
